topology,run,seed,edges,mean_degree,degree_cv,transitivity,global_efficiency
BA,0,43,1584,7.92,0.97834064534,0.0467586747355,0.374814745197
ER,0,42,1570,7.85,0.346124284565,0.0223203335786,0.343829573935
WS,0,44,1600,8,0.15436361294,0.325423728814,0.297792397661
BA,1,46,1584,7.92,0.916022953435,0.0432799702159,0.370139933167
ER,1,45,1611,8.055,0.348760511279,0.0180778739184,0.347588972431
WS,1,47,1600,8,0.149216704829,0.332781889421,0.295885756057
BA,2,49,1584,7.92,0.990325678499,0.0470664087685,0.374236006684
ER,2,48,1556,7.78,0.343733619245,0.0187813021703,0.340664369257
WS,2,50,1600,8,0.15,0.326949860724,0.297423141186
BA,3,52,1584,7.92,0.987585228842,0.0517308272621,0.373525898079
ER,3,51,1606,8.03,0.333555547312,0.020510805501,0.347146825397
WS,3,53,1600,8,0.148954691098,0.322622779519,0.298675647452
BA,4,55,1584,7.92,0.939351511478,0.0469792565022,0.370585213033
ER,4,54,1542,7.71,0.330825756102,0.0175137362637,0.340078529658
WS,4,56,1600,8,0.15103807467,0.334145492517,0.294864035088
BA,5,58,1584,7.92,0.91702312406,0.0522988238576,0.36909690894
ER,5,57,1604,8.02,0.361587410681,0.0231803430691,0.345784252298
WS,5,59,1600,8,0.14003347814,0.347393240765,0.292483500418
BA,6,61,1584,7.92,1.02384587785,0.0460351692104,0.377143065999
ER,6,60,1639,8.195,0.330190947844,0.020366598778,0.350232873852
WS,6,62,1600,8,0.150779226023,0.32660342877,0.296324770259
BA,7,64,1584,7.92,0.919323722374,0.0457707289928,0.370827694236
ER,7,63,1629,8.145,0.333395506255,0.0178435260027,0.34922974102
WS,7,65,1600,8,0.153093108924,0.311739130435,0.300110066834
BA,8,67,1584,7.92,0.912098699902,0.0469670062623,0.369100877194
ER,8,66,1634,8.17,0.326511862831,0.0173529187914,0.350087301588
WS,8,68,1600,8,0.148692215667,0.333362361752,0.29617481203
BA,9,70,1584,7.92,0.986818154677,0.0438778151696,0.375080618213
ER,9,69,1621,8.105,0.337643327187,0.0207452938917,0.347963450293
WS,9,71,1600,8,0.146575492494,0.320522875817,0.298701545531
BA,10,73,1584,7.92,0.879259423006,0.047628267183,0.367778404345
ER,10,72,1523,7.615,0.363017210742,0.0180987675601,0.340451963242
WS,10,74,1600,8,0.149478259289,0.332230541529,0.296844402673
BA,11,76,1584,7.92,0.911443014979,0.0481223401768,0.369198621554
ER,11,75,1647,8.235,0.343459301726,0.0168688961231,0.351553675857
WS,11,77,1600,8,0.155623744975,0.320590790617,0.299870091896
BA,12,79,1584,7.92,0.988150060356,0.0435569342122,0.375345446951
ER,12,78,1556,7.78,0.361422584409,0.0183002225703,0.342300960736
WS,12,80,1600,8,0.146841751556,0.327030324155,0.296628654971
BA,13,82,1584,7.92,0.968020238594,0.0493903244266,0.373992063493
ER,13,81,1626,8.13,0.348184741969,0.0190966959685,0.349840225564
WS,13,83,1600,8,0.15612494996,0.330177206393,0.29811946533
BA,14,85,1584,7.92,0.914847444858,0.0486463818089,0.370218462824
ER,14,84,1552,7.76,0.353558087573,0.0202550637659,0.340980994152
WS,14,86,1600,8,0.153856670314,0.332000347735,0.296722431078
BA,15,88,1584,7.92,0.954921162232,0.0451319137539,0.371635964913
ER,15,87,1671,8.355,0.343341592546,0.0226033295063,0.352407685882
WS,15,89,1600,8,0.153093108924,0.327130434783,0.29773015873
BA,16,91,1584,7.92,1.01288757051,0.0504783484391,0.375284670009
ER,16,90,1540,7.7,0.358380382508,0.0220420572587,0.340799289892
WS,16,92,1600,8,0.156624551077,0.322042730589,0.298015037594
BA,17,94,1584,7.92,0.961534458799,0.0481382978723,0.373014619884
ER,17,93,1504,7.52,0.351189734032,0.0174091598964,0.337931495405
WS,17,95,1600,8,0.155120920575,0.315954118874,0.299549081036
BA,18,97,1584,7.92,0.935056375555,0.0470588235294,0.371439223058
ER,18,96,1599,7.995,0.330925151533,0.019547079857,0.346206558062
WS,18,98,1600,8,0.15334805183,0.326580297365,0.298194444444
BA,19,100,1584,7.92,0.931939646076,0.0474905064739,0.371204887219
ER,19,99,1666,8.33,0.328240790235,0.0212300284526,0.352549498747
WS,19,101,1600,8,0.134629120178,0.335636808957,0.293895572264
BA,20,103,1584,7.92,0.961244264836,0.0460249190795,0.372923141187
ER,20,102,1498,7.49,0.362942196389,0.0184821428571,0.337440685046
WS,20,104,1600,8,0.151296480461,0.313234142522,0.300321010861
BA,21,106,1584,7.92,0.884456854318,0.0460649819495,0.368315580619
ER,21,105,1642,8.21,0.331359259441,0.0186950972295,0.34981599833
WS,21,107,1600,8,0.145236875483,0.338971229294,0.294702380952
BA,22,109,1584,7.92,0.97237470928,0.0494238268413,0.374342940686
ER,22,108,1532,7.66,0.37256390587,0.0207910750507,0.341049707603
WS,22,110,1600,8,0.154616460961,0.300104293412,0.301994152047
BA,23,112,1584,7.92,1.00117266209,0.0490737593474,0.375231203008
ER,23,111,1614,8.07,0.355707241283,0.0209051229037,0.348229323309
WS,23,113,1600,8,0.148692215667,0.331272315597,0.296839390142
BA,24,115,1584,7.92,0.987706291358,0.0509482758621,0.373247911446
ER,24,114,1599,7.995,0.350553199678,0.0171683913452,0.346259816208
WS,24,116,1600,8,0.155120920575,0.327685088634,0.29784962406
BA,25,118,1584,7.92,0.982852159541,0.0523830155979,0.373548663326
ER,25,117,1674,8.37,0.344887805394,0.0214224507284,0.352600250627
WS,25,119,1600,8,0.161535599792,0.301456563204,0.301748120301
BA,26,121,1584,7.92,1.03665076407,0.0473755267357,0.377480785297
ER,26,120,1573,7.865,0.321825912384,0.0149006622517,0.345075396826
WS,26,122,1600,8,0.144427750104,0.328333478678,0.297390142022
BA,27,124,1584,7.92,1.00403481493,0.0452389020671,0.374454678363
ER,27,123,1634,8.17,0.331746509005,0.0209328782708,0.349333542189
WS,27,125,1600,8,0.157619002661,0.307605487064,0.301403926483
BA,28,127,1584,7.92,0.952455490874,0.0459224778444,0.372467000836
ER,28,126,1593,7.965,0.359491564393,0.0186101295642,0.34616144528
