topology,run,seed,edges,mean_degree,degree_cv,transitivity,global_efficiency
BA,0,43,396,3.96,1.02166361948,0.0299038803845,0.325764656616
ER,0,42,370,3.7,0.49908608953,0.0268656716418,0.256888631469
WS,0,44,400,4,0.216506350946,0.216470588235,0.233065306692
BA,1,46,396,3.96,1.11421742096,0.0327027893556,0.331109715243
ER,1,45,385,3.85,0.471662851879,0.0147161878066,0.276112706389
WS,1,47,400,4,0.215058131676,0.268445839874,0.230218333732
BA,2,49,396,3.96,1.30578754557,0.0351014040562,0.345014237856
ER,2,48,375,3.75,0.513463187039,0.0106990014265,0.257158291457
WS,2,50,400,4,0.210653744329,0.254917387884,0.228456688203
BA,3,52,396,3.96,1.06535732311,0.0447154471545,0.328958123953
ER,3,51,380,3.8,0.528285786839,0.0245398773006,0.26876964186
WS,3,53,400,4,0.226384628453,0.241029641186,0.232070132408
BA,4,55,396,3.96,1.18977722277,0.0353773584906,0.335436348409
ER,4,54,403,4.03,0.49248550979,0.0222910216718,0.276793670735
WS,4,56,400,4,0.226384628453,0.210608424337,0.239592426418
BA,5,58,396,3.96,1.15744750466,0.0403299725023,0.331745154343
ER,5,57,411,4.11,0.507338653095,0.0262697022767,0.288598049773
WS,5,59,400,4,0.195256241898,0.275971451229,0.22874754726
BA,6,61,396,3.96,1.07311051002,0.0322364002686,0.329891122278
ER,6,60,411,4.11,0.524549606924,0.0206540447504,0.279245872218
WS,6,62,400,4,0.207665596573,0.236406619385,0.234185391242
BA,7,64,396,3.96,1.11192578031,0.0337512054002,0.33006281407
ER,7,63,429,4.29,0.463037052843,0.0282392026578,0.292563173008
WS,7,65,400,4,0.219374109685,0.246671887236,0.234651571349
BA,8,67,396,3.96,1.24887460818,0.0381426202322,0.340354271357
ER,8,66,403,4.03,0.498079855212,0.0147783251232,0.277172190317
WS,8,68,400,4,0.19685019685,0.244849445325,0.233236739252
BA,9,70,396,3.96,1.03067432407,0.0486257928118,0.327494974874
ER,9,69,411,4.11,0.478515265175,0.0198198198198,0.286000478583
WS,9,71,400,4,0.195256241898,0.27121332276,0.227908949509
BA,10,73,396,3.96,1.01351695129,0.0291052820697,0.323674204355
