topology,run,seed,edges,mean_degree,degree_cv,transitivity,global_efficiency
BA,0,43,3936,15.744,0.846074884995,0.0743319790609,0.43182030728
ER,0,42,3940,15.76,0.262313052073,0.0332548416551,0.417529726118
WS,0,44,4000,16,0.102393237081,0.355524055974,0.37901269205
BA,1,46,3936,15.744,0.822868934941,0.0747359788783,0.429851035403
ER,1,45,4014,16.056,0.253885076305,0.032745513942,0.419586506345
WS,1,47,4000,16,0.107019273965,0.366324732847,0.377710354041
BA,2,49,3936,15.744,0.827766906781,0.0769605843193,0.4302752171
ER,2,48,3912,15.648,0.235743563888,0.0286137879911,0.416514362057
WS,2,50,4000,16,0.106580368736,0.359098918109,0.379052104208
BA,3,52,3936,15.744,0.830588862022,0.0734945377693,0.431086840346
ER,3,51,3985,15.94,0.240271940106,0.0308054997389,0.418625918503
WS,3,53,4000,16,0.105029757688,0.365647547195,0.378325317301
BA,4,55,3936,15.744,0.788171181422,0.069523868722,0.428684034735
ER,4,54,3911,15.644,0.239595677866,0.0298099860163,0.416525718102
WS,4,56,4000,16,0.106946248181,0.368553645525,0.377339612558
BA,5,58,3936,15.744,0.822574717733,0.0785098337368,0.429704742818
ER,5,57,3975,15.9,0.234870085626,0.0317154064483,0.418429525717
WS,5,59,4000,16,0.0987420882907,0.38113618369,0.376126920507
BA,6,61,3936,15.744,0.825639224489,0.0739566192969,0.430670006679
ER,6,60,4007,16.028,0.243749476348,0.0318117220808,0.41949766199
WS,6,62,4000,16,0.103682206767,0.371144213024,0.377391048764
BA,7,64,3936,15.744,0.782809147153,0.0709955627773,0.428369405477
ER,7,63,3982,15.928,0.246526872339,0.0328446396411,0.418665998663
WS,7,65,4000,16,0.10246950766,0.364270174051,0.377839011356
BA,8,67,3936,15.744,0.860420209136,0.077202167281,0.431511022043
ER,8,66,4044,16.176,0.247349643979,0.0312509560376,0.420713426853
WS,8,68,4000,16,0.109758257093,0.360813545935,0.378836339345
BA,9,70,3936,15.744,0.849235115703,0.0785308204509,0.431569806278
ER,9,69,4014,16.056,0.2425071884,0.0343324250681,0.419597194388
WS,9,71,4000,16,0.113468057179,0.358871498093,0.379363393453
BA,10,73,3936,15.744,0.801530066179,0.0733718981235,0.429492317968
ER,10,72,3937,15.748,0.250905836542,0.0311783881483,0.417395457581
WS,10,74,4000,16,0.10254572151,0.373461012312,0.377201736806
BA,11,76,3936,15.744,0.801982932327,0.0711315878189,0.428954575817
ER,11,75,4048,16.192,0.247676540004,0.031731737843,0.420439545757
WS,11,77,4000,16,0.105029757688,0.357098145159,0.379475885103
BA,12,79,3936,15.744,0.832258052917,0.0771729978703,0.430458917835
ER,12,78,3867,15.468,0.239054741648,0.0296129097463,0.415056780226
WS,12,80,4000,16,0.106946248181,0.360205492986,0.377740814963
BA,13,82,3936,15.744,0.81658907134,0.0760915514222,0.430079492317
ER,13,81,4018,16.072,0.246683437361,0.0322845756641,0.419564462257
WS,13,83,4000,16,0.10307764064,0.365309822017,0.378041416165
BA,14,85,3936,15.744,0.813847461183,0.0735488559403,0.42980761523
ER,14,84,3861,15.444,0.260250672352,0.0328556857893,0.414771543085
WS,14,86,4000,16,0.0980274196335,0.372927493195,0.376376753506
BA,15,88,3936,15.744,0.803731613909,0.0754412979411,0.428700066799
ER,15,87,4009,16.036,0.239177697591,0.0304892349547,0.419543086172
WS,15,89,4000,16,0.102850012154,0.352176277667,0.379305945223
BA,16,91,3936,15.744,0.820286038153,0.0733387480071,0.430195056779
ER,16,90,3892,15.568,0.246691394861,0.0313980061604,0.415754843019
WS,16,92,4000,16,0.102925944251,0.353900919608,0.380334001335
BA,17,94,3936,15.744,0.842481513625,0.0762527446675,0.4311503006
ER,17,93,3950,15.8,0.251513604193,0.0343705935137,0.417799599198
WS,17,95,4000,16,0.108036452182,0.354980492864,0.37972772211
BA,18,97,3936,15.744,0.843237774555,0.0762525099172,0.431472945891
ER,18,96,4022,16.088,0.254319107017,0.0340840771401,0.419867067468
WS,18,98,4000,16,0.105326872165,0.363943337177,0.378168336673
BA,19,100,3936,15.744,0.801972871413,0.0752696959791,0.428606546425
ER,19,99,4060,16.24,0.234527513633,0.0334804048793,0.421021376085
WS,19,101,4000,16,0.101242283657,0.373516222633,0.376191716766
BA,20,103,3936,15.744,0.795315051623,0.0733423155643,0.428278557113
ER,20,102,3988,15.952,0.231162574588,0.031224217808,0.418747494989
WS,20,104,4000,16,0.106580368736,0.358555502495,0.378769138276
BA,21,106,3936,15.744,0.803952440722,0.0716011622572,0.429283901135
ER,21,105,4092,16.368,0.242174314614,0.0325081569731,0.422015364061
WS,21,107,4000,16,0.106507042021,0.36676217765,0.377559385437
BA,22,109,3936,15.744,0.835229073871,0.0717544587308,0.431423513693
ER,22,108,3914,15.656,0.251742268168,0.0324750600029,0.416637274548
WS,22,110,4000,16,0.105549159163,0.35517928615,0.379378356713
BA,23,112,3936,15.744,0.81778378563,0.0740990198542,0.429606546425
ER,23,111,3914,15.656,0.250377243314,0.0321542357651,0.416490313961
WS,23,113,4000,16,0.109115764214,0.359484546262,0.378509018036
BA,24,115,3936,15.744,0.828799494239,0.0778039543137,0.429501670006
ER,24,114,3966,15.864,0.243496990903,0.0313492126801,0.417830995323
WS,24,116,4000,16,0.10517841984,0.36459774659,0.378522378089
BA,25,118,3936,15.744,0.837534722427,0.0778514497394,0.430763527053
ER,25,117,4070,16.28,0.249763696131,0.0331559187612,0.421055444221
WS,25,119,4000,16,0.103682206767,0.357648958608,0.379404809619
BA,26,121,3936,15.744,0.860879586289,0.0763866176725,0.432132264528
ER,26,120,3978,15.912,0.253418852045,0.0315689831979,0.418490313961
WS,26,122,4000,16,0.101473518713,0.35861125307,0.379191716766
BA,27,124,3936,15.744,0.812766097103,0.0720232802522,0.429976619906
ER,27,123,4038,16.152,0.234913582358,0.0311192751185,0.420064796258
WS,27,125,4000,16,0.113261312901,0.342365301458,0.381040748162
BA,28,127,3936,15.744,0.798423553343,0.074157234252,0.42907281229
ER,28,126,4093,16.372,0.247547814708,0.0313768202435,0.421803607214
WS,28,128,4000,16,0.106433664787,0.365631947303,0.378122912491
BA,29,130,3936,15.744,0.838170311161,0.0753788139849,0.430835003339
ER,29,129,4127,16.508,0.23736430104,0.0319722877358,0.423148296592
WS,29,131,4000,16,0.10997158724,0.354970875703,0.379638610554
BA,30,133,3936,15.744,0.810549270155,0.0765608385235,0.429040748162
ER,30,132,3948,15.792,0.249695324056,0.0310182063385,0.41728523714
WS,30,134,4000,16,0.108325320216,0.364537209264,0.378378757514
BA,31,136,3936,15.744,0.852061726395,0.0734115043389,0.431885771542
ER,31,135,4027,16.108,0.242452441064,0.0328987053965,0.419911823647
WS,31,137,4000,16,0.108325320216,0.36572237494,0.378150300601
BA,32,139,3936,15.744,0.819547978948,0.0756818592329,0.42966533066
ER,32,138,4108,16.432,0.244530848878,0.0312319259688,0.42273279893
WS,32,140,4000,16,0.105992334629,0.352574976531,0.379185971943
BA,33,142,3936,15.744,0.849007059732,0.0766212268744,0.431573146292
ER,33,141,3916,15.664,0.25862245167,0.0300355941294,0.416418169672
WS,33,143,4000,16,0.106433664787,0.374573898724,0.376607882431
BA,34,145,3936,15.744,0.829091502482,0.0708046388218,0.431285905143
ER,34,144,4103,16.412,0.257373231153,0.0328822973292,0.422424849699
WS,34,146,4000,16,0.109330348028,0.37580844236,0.376430861723
BA,35,148,3936,15.744,0.819390440278,0.0783436038459,0.429036740146
ER,35,147,4014,16.056,0.260759131736,0.03054754154,0.419813627254
WS,35,149,4000,16,0.105549159163,0.356315780805,0.379759519038
BA,36,151,3936,15.744,0.806197415933,0.0747337476732,0.428869739478
ER,36,150,3953,15.812,0.245075450922,0.0302378583122,0.417893119572
WS,36,152,4000,16,0.109115764214,0.347733780982,0.380906746826
BA,37,154,3936,15.744,0.86491904762,0.0761854583772,0.432808283232
ER,37,153,4028,16.112,0.250482376185,0.0309502178834,0.420056780226
WS,37,155,4000,16,0.101781014929,0.360318480787,0.37907014028
BA,38,157,3936,15.744,0.848113250055,0.076662183498,0.431440881763
ER,38,156,4015,16.06,0.252654718495,0.0330742312099,0.419647294588
WS,38,158,4000,16,0.106726871031,0.351232524823,0.380679625918
BA,39,160,3936,15.744,0.825375322482,0.0763706009097,0.430156980627
ER,39,159,4039,16.156,0.262281036022,0.0348837209302,0.420460921843
WS,39,161,4000,16,0.106066017178,0.371146245059,0.377139612558
BA,40,163,3936,15.744,0.814343019332,0.0756302521008,0.429452237808
ER,40,162,3914,15.656,0.238561886743,0.0303199618741,0.416505678022
WS,40,164,4000,16,0.0960143218484,0.383776200693,0.374849298597
BA,41,166,3936,15.744,0.822917960915,0.0752422572677,0.43004275217
ER,41,165,3945,15.78,0.239671105677,0.0316080345167,0.417184368737
WS,41,167,4000,16,0.107092249953,0.35629136892,0.379003340013
BA,42,169,3936,15.744,0.841446538164,0.0785119912078,0.431196392785
ER,42,168,3955,15.82,0.251096995294,0.0300680968062,0.417960587842
WS,42,170,4000,16,0.108972473589,0.340832784727,0.38046012024
BA,43,172,3936,15.744,0.819134375317,0.0742380436092,0.430024048095
ER,43,171,3974,15.896,0.248575249976,0.0309033280507,0.418515030059
WS,43,173,4000,16,0.101704228034,0.349790643236,0.380106212424
BA,44,175,3936,15.744,0.811305461094,0.072798291861,0.429869739478
ER,44,174,3999,15.996,0.232739431416,0.0295109877983,0.418932531729
WS,44,176,4000,16,0.111663557171,0.364354090595,0.378213092852
BA,45,178,3936,15.744,0.846208386082,0.0766947249185,0.431075484301
ER,45,177,3882,15.528,0.244322463705,0.028801920128,0.415849699398
WS,45,179,4000,16,0.105770979007,0.351604189999,0.379762859051
BA,46,181,3936,15.744,0.830977345157,0.0767979528481,0.430513026051
ER,46,180,3922,15.688,0.238935521886,0.0301870122221,0.416765531061
WS,46,182,4000,16,0.0989791644741,0.365233311891,0.377758851035
BA,47,184,3936,15.744,0.843696943798,0.0761285648552,0.43116032064
ER,47,183,4110,16.44,0.234342065008,0.0313984129584,0.422631262524
WS,47,185,4000,16,0.104133327998,0.361073582232,0.378494589178
BA,48,187,3936,15.744,0.784189105937,0.0718015394217,0.428028724114
ER,48,186,3955,15.82,0.237050990126,0.0326900481257,0.417621242484
WS,48,188,4000,16,0.105918600822,0.358411014856,0.378018303273
BA,49,190,3936,15.744,0.829042841584,0.0782318333598,0.429735470941
ER,49,189,3953,15.812,0.240960850315,0.0307811067689,0.417989311957
WS,49,191,4000,16,0.102925944251,0.369771581133,0.376959919839
BA,50,193,3936,15.744,0.828984444736,0.0774016577551,0.42969271877
ER,50,192,3976,15.904,0.24263442292,0.0322954541846,0.418093520373
WS,50,194,4000,16,0.104731800328,0.369378274192,0.377529993319
BA,51,196,3936,15.744,0.85067805041,0.0756444651814,0.43167267869
ER,51,195,4043,16.172,0.254881476073,0.035448557663,0.420366733466
