topology,run,seed,edges,mean_degree,degree_cv,transitivity,global_efficiency
BA,0,43,1344,26.88,0.414544713701,0.351077065697,0.635286195286
ER,0,42,1573,31.46,0.132699730592,0.317925591883,0.658888888889
WS,0,44,1600,32,0.0695970545354,0.465033702455,0.661279461279
BA,1,46,1344,26.88,0.454913172533,0.361911072198,0.635084175084
ER,1,45,1612,32.24,0.142687992003,0.326506797363,0.662828282828
WS,1,47,1600,32,0.0817293551914,0.474250130151,0.661414141414
BA,2,49,1344,26.88,0.399238231286,0.341950124565,0.635353535354
ER,2,48,1562,31.24,0.149053662153,0.317887373497,0.657777777778
WS,2,50,1600,32,0.0820870346035,0.478366202823,0.661313131313
BA,3,52,1344,26.88,0.398370627364,0.347936617633,0.634814814815
ER,3,51,1610,32.2,0.141432267537,0.327390820964,0.662626262626
WS,3,53,1600,32,0.0795495128835,0.459157920038,0.661481481481
BA,4,55,1344,26.88,0.443856678915,0.35477326969,0.635589225589
ER,4,54,1549,30.98,0.121205403756,0.307610724588,0.656464646465
WS,4,56,1600,32,0.0753896130113,0.469323124411,0.661212121212
BA,5,58,1344,26.88,0.446251204845,0.355909188365,0.635521885522
ER,5,57,1607,32.14,0.134836213033,0.322473078206,0.662323232323
WS,5,59,1600,32,0.0632764272854,0.485553659271,0.66138047138
BA,6,61,1344,26.88,0.453542036762,0.35661155067,0.635757575758
ER,6,60,1635,32.7,0.120746709617,0.328517934194,0.665151515152
WS,6,62,1600,32,0.0734208757779,0.47307322159,0.661414141414
BA,7,64,1344,26.88,0.403170837759,0.349034559095,0.635622895623
ER,7,63,1618,32.36,0.138649302575,0.325468143081,0.663434343434
WS,7,65,1600,32,0.0795495128835,0.461922121625,0.661447811448
BA,8,67,1344,26.88,0.422055396259,0.347979038284,0.635387205387
ER,8,66,1630,32.6,0.141636765406,0.327195952372,0.664646464646
WS,8,68,1600,32,0.0704339229349,0.468828980623,0.661447811448
BA,9,70,1344,26.88,0.439438076478,0.358844799923,0.635387205387
ER,9,69,1620,32.4,0.138373529453,0.326470418137,0.663636363636
WS,9,71,1600,32,0.0686078075003,0.454625709757,0.661582491582
BA,10,73,1344,26.88,0.440696082099,0.362735950621,0.634377104377
ER,10,72,1539,30.78,0.164032510615,0.31416380079,0.655454545455
WS,10,74,1600,32,0.0756482402307,0.48716252781,0.661313131313
BA,11,76,1344,26.88,0.433380753554,0.354792147806,0.635252525253
ER,11,75,1639,32.78,0.146022157213,0.333402212913,0.665555555556
WS,11,77,1600,32,0.0732877462472,0.465503759398,0.661447811448
BA,12,79,1344,26.88,0.427658481153,0.352548924861,0.635488215488
ER,12,78,1571,31.42,0.153838026663,0.319682176559,0.658686868687
WS,12,80,1600,32,0.0735537643496,0.46608657297,0.661548821549
BA,13,82,1344,26.88,0.472551666211,0.359719953326,0.635723905724
ER,13,81,1622,32.44,0.131387361331,0.326159833539,0.663838383838
WS,13,83,1600,32,0.0752599661175,0.477751052315,0.661447811448
BA,14,85,1344,26.88,0.450725845228,0.360096861498,0.635521885522
ER,14,84,1550,31,0.15233185746,0.315215793342,0.656565656566
WS,14,86,1600,32,0.0802827036167,0.481514119768,0.661144781145
BA,15,88,1344,26.88,0.427593750909,0.358437228182,0.63531986532
ER,15,87,1668,33.36,0.145778408032,0.33758770101,0.668484848485
WS,15,89,1600,32,0.070295136745,0.469981746334,0.660875420875
BA,16,91,1344,26.88,0.423561156491,0.350063008918,0.635488215488
ER,16,90,1545,30.9,0.156381351823,0.314549331757,0.656060606061
WS,16,92,1600,32,0.0719429027076,0.456993883485,0.661515151515
BA,17,94,1344,26.88,0.411629845636,0.353070604342,0.635454545455
ER,17,93,1517,30.34,0.159248658155,0.311914353271,0.653232323232
WS,17,95,1600,32,0.0728868986856,0.468840230991,0.661279461279
BA,18,97,1344,26.88,0.402861764545,0.347488067707,0.635353535354
ER,18,96,1598,31.96,0.150508106361,0.327309355928,0.661414141414
WS,18,98,1600,32,0.0720785162167,0.475033088678,0.661414141414
BA,19,100,1344,26.88,0.455338906031,0.362075083387,0.635589225589
ER,19,99,1657,33.14,0.139003033768,0.335530312793,0.667373737374
WS,19,101,1600,32,0.0718070330817,0.482692924755,0.661077441077
BA,20,103,1344,26.88,0.412066710955,0.351492044871,0.635218855219
ER,20,102,1509,30.18,0.156777788471,0.311614103473,0.652424242424
WS,20,104,1600,32,0.0802827036167,0.469016623273,0.661346801347
BA,21,106,1344,26.88,0.443856678915,0.358997613365,0.635420875421
ER,21,105,1627,32.54,0.145279945869,0.329277363492,0.664343434343
WS,21,107,1600,32,0.0690335063574,0.471932429179,0.66138047138
BA,22,109,1344,26.88,0.420873217447,0.345369336118,0.635555555556
ER,22,108,1543,30.86,0.132424247859,0.309407576371,0.655858585859
WS,22,110,1600,32,0.0761628600435,0.455919193539,0.661582491582
BA,23,112,1344,26.88,0.464218935979,0.365344859989,0.635589225589
ER,23,111,1607,32.14,0.129489062414,0.319281841754,0.662323232323
WS,23,113,1600,32,0.0730207590347,0.471417400196,0.661414141414
BA,24,115,1344,26.88,0.422219325974,0.354559347937,0.635521885522
ER,24,114,1604,32.08,0.130750391311,0.324292359852,0.66202020202
WS,24,116,1600,32,0.0718070330817,0.471743141344,0.661346801347
BA,25,118,1344,26.88,0.451921808428,0.356988686227,0.635218855219
ER,25,117,1657,33.14,0.139003033768,0.332271664488,0.667373737374
WS,25,119,1600,32,0.0681794507165,0.460552189093,0.661447811448
BA,26,121,1344,26.88,0.464397784856,0.360783576831,0.635656565657
ER,26,120,1573,31.46,0.146108198794,0.319175005105,0.658888888889
WS,26,122,1600,32,0.0779372744584,0.467692492637,0.661346801347
BA,27,124,1344,26.88,0.431011058061,0.356870872897,0.635252525253
ER,27,123,1626,32.52,0.151051319848,0.331007663273,0.664242424242
WS,27,125,1600,32,0.075519037335,0.453619818809,0.661548821549
BA,28,127,1344,26.88,0.440476190476,0.357556470138,0.635488215488
ER,28,126,1599,31.98,0.157778320433,0.324444007085,0.661515151515
WS,28,128,1600,32,0.0707106781187,0.469171213094,0.661346801347
BA,29,130,1344,26.88,0.448540391945,0.359706071199,0.635656565657
ER,29,129,1633,32.66,0.140859713289,0.325650599898,0.664949494949
WS,29,131,1600,32,0.0695970545354,0.470389985556,0.661481481481
BA,30,133,1344,26.88,0.422350423935,0.351905304776,0.634478114478
ER,30,132,1587,31.74,0.126701079406,0.314741999879,0.660269360269
WS,30,134,1600,32,0.0744773455488,0.480274236228,0.661447811448
BA,31,136,1344,26.88,0.441668571906,0.355653836959,0.635117845118
ER,31,135,1658,33.16,0.118629414663,0.333801645254,0.667474747475
WS,31,137,1600,32,0.07806247498,0.473573489341,0.661481481481
BA,32,139,1344,26.88,0.422907136885,0.351614780332,0.635555555556
ER,32,138,1635,32.7,0.123579188692,0.326349580215,0.665151515152
WS,32,140,1600,32,0.0837360062936,0.456073980664,0.661481481481
BA,33,142,1344,26.88,0.426654058776,0.348461036292,0.635555555556
ER,33,141,1584,31.68,0.14621953541,0.318481981075,0.66
WS,33,143,1600,32,0.0635843435918,0.478788122152,0.661212121212
BA,34,145,1344,26.88,0.42956363526,0.348572945065,0.635555555556
ER,34,144,1665,33.3,0.136925082465,0.336233787555,0.668181818182
WS,34,146,1600,32,0.0836193010016,0.479082429241,0.661515151515
BA,35,148,1344,26.88,0.476750507736,0.366958180211,0.635521885522
ER,35,147,1629,32.58,0.138304224058,0.327856039955,0.664545454545
WS,35,149,1600,32,0.0730207590347,0.473943817296,0.66138047138
BA,36,151,1344,26.88,0.432485639008,0.356620125181,0.635521885522
ER,36,150,1571,31.42,0.150644307149,0.318217133511,0.658686868687
WS,36,152,1600,32,0.07001673907,0.474694589878,0.661447811448
BA,37,154,1344,26.88,0.404507426131,0.348700054062,0.635723905724
ER,37,153,1625,32.5,0.135209677186,0.324890226833,0.664141414141
WS,37,155,1600,32,0.0681794507165,0.468558128336,0.661481481481
BA,38,157,1344,26.88,0.433508476183,0.35598479746,0.635622895623
ER,38,156,1638,32.76,0.178675496428,0.336980794998,0.665454545455
WS,38,158,1600,32,0.081490030065,0.476371645975,0.661414141414
BA,39,160,1344,26.88,0.421727345665,0.352577169482,0.635521885522
ER,39,159,1622,32.44,0.140880521296,0.328074558032,0.663838383838
WS,39,161,1600,32,0.0719429027076,0.481299508673,0.66138047138
BA,40,163,1344,26.88,0.399550107505,0.34261405672,0.635589225589
ER,40,162,1581,31.62,0.158240314154,0.320285127462,0.659696969697
WS,40,164,1600,32,0.0829156197589,0.478419282511,0.661279461279
BA,41,166,1344,26.88,0.429724700771,0.351063829787,0.635454545455
ER,41,165,1588,31.76,0.145186303568,0.320196353436,0.660404040404
WS,41,167,1600,32,0.0748696784419,0.474291899693,0.661481481481
BA,42,169,1344,26.88,0.430046650821,0.355030870152,0.63531986532
ER,42,168,1599,31.98,0.147794828162,0.32396256959,0.661515151515
WS,42,170,1600,32,0.0847791247891,0.452749759846,0.661447811448
BA,43,172,1344,26.88,0.411898740666,0.341855690262,0.635488215488
ER,43,171,1632,32.64,0.133017914654,0.324768443675,0.664848484848
WS,43,173,1600,32,0.0738188238189,0.458489544698,0.661481481481
BA,44,175,1344,26.88,0.429499192143,0.355900306415,0.63468013468
ER,44,174,1609,32.18,0.143645436315,0.32267697172,0.662525252525
WS,44,176,1600,32,0.062811722632,0.468655877274,0.661515151515
BA,45,178,1344,26.88,0.429466966959,0.356705110264,0.635420875421
ER,45,177,1543,30.86,0.149834558084,0.315508134824,0.655858585859
WS,45,179,1600,32,0.07001673907,0.45946921827,0.661279461279
BA,46,181,1344,26.88,0.415744888127,0.347185999464,0.635589225589
ER,46,180,1590,31.8,0.139857584641,0.320289826064,0.660606060606
WS,46,182,1600,32,0.0773082304803,0.459083076183,0.661548821549
BA,47,184,1344,26.88,0.449157088406,0.358180219153,0.635589225589
ER,47,183,1608,32.16,0.153073529417,0.323810822924,0.662424242424
WS,47,185,1600,32,0.0826797284708,0.477717717718,0.661178451178
BA,48,187,1344,26.88,0.425419596207,0.352847220542,0.635589225589
ER,48,186,1556,31.12,0.149639460263,0.315321891097,0.657171717172
WS,48,188,1600,32,0.07818747502,0.47837236792,0.661212121212
BA,49,190,1344,26.88,0.435388032861,0.352093391944,0.635521885522
ER,49,189,1597,31.94,0.143667041741,0.320307545973,0.661313131313
WS,49,191,1600,32,0.0680360658034,0.473924995485,0.661144781145
BA,50,193,1344,26.88,0.449649836598,0.35533537672,0.635589225589
ER,50,192,1587,31.74,0.133342921767,0.31672705314,0.660303030303
WS,50,194,1600,32,0.0734208757779,0.47283262491,0.661515151515
BA,51,196,1344,26.88,0.410114026077,0.341711740375,0.635589225589
ER,51,195,1587,31.74,0.138527489532,0.32103877309,0.660303030303
WS,51,197,1600,32,0.0816097803575,0.475340902265,0.661245791246
BA,52,199,1344,26.88,0.42833755813,0.355847480138,0.635454545455
ER,52,198,1674,33.48,0.148412874822,0.342912635327,0.669090909091
WS,52,200,1600,32,0.0695970545354,0.45739046702,0.661515151515
BA,53,202,1344,26.88,0.458911538116,0.356891793069,0.635117845118
ER,53,201,1666,33.32,0.141016826707,0.335984276329,0.668282828283
WS,53,203,1600,32,0.0835024325993,0.464379366255,0.661313131313
BA,54,205,1344,26.88,0.408016339282,0.348334436356,0.635521885522
ER,54,204,1661,33.22,0.155112115238,0.340723858146,0.667777777778
WS,54,206,1600,32,0.070295136745,0.486048984013,0.66063973064
BA,55,208,1344,26.88,0.447180666079,0.359225843312,0.635555555556
ER,55,207,1591,31.82,0.152241888747,0.322657743786,0.660707070707
WS,55,209,1600,32,0.0855816496102,0.456108054027,0.661447811448
BA,56,211,1344,26.88,0.450387948089,0.360404644867,0.635589225589
ER,56,210,1574,31.48,0.145326809936,0.316266166211,0.65898989899
WS,56,212,1600,32,0.075519037335,0.449711376573,0.661414141414
BA,57,214,1344,26.88,0.438933864689,0.354670244113,0.635454545455
ER,57,213,1610,32.2,0.162027297649,0.330916984862,0.662626262626
WS,57,215,1600,32,0.0691748238162,0.479867589528,0.661414141414
BA,58,217,1344,26.88,0.446716177198,0.356710802058,0.635252525253
ER,58,216,1587,31.74,0.120682321733,0.315461044469,0.660303030303
WS,58,218,1600,32,0.0698771242969,0.477291875627,0.661178451178
BA,59,220,1344,26.88,0.434847298862,0.349137309559,0.635622895623
ER,59,219,1592,31.84,0.170856580682,0.32896375823,0.660808080808
WS,59,221,1600,32,0.0753896130113,0.450261570223,0.661481481481
BA,60,223,1344,26.88,0.421497558333,0.351326424116,0.635218855219
ER,60,222,1653,33.06,0.1345150166,0.329208654416,0.66696969697
WS,60,224,1600,32,0.0704339229349,0.470874954868,0.661245791246
BA,61,226,1344,26.88,0.441887870178,0.35537920979,0.635589225589
ER,61,225,1552,31.04,0.143058650375,0.311922365989,0.656767676768
WS,61,227,1600,32,0.0744773455488,0.470531633389,0.661515151515
BA,62,229,1344,26.88,0.449280326118,0.362994652406,0.635622895623
ER,62,228,1567,31.34,0.143779208373,0.315890275547,0.658282828283
WS,62,230,1600,32,0.0654014048014,0.482707400791,0.660841750842
BA,63,232,1344,26.88,0.405191145824,0.349707717247,0.635488215488
ER,63,231,1562,31.24,0.146067759348,0.315063385533,0.657777777778
WS,63,233,1600,32,0.0705724361915,0.469962892388,0.66138047138
BA,64,235,1344,26.88,0.419786628951,0.347468954288,0.635420875421
ER,64,234,1642,32.84,0.133963568524,0.332738642979,0.665858585859
WS,64,236,1600,32,0.0730207590347,0.469131594249,0.661414141414
BA,65,238,1344,26.88,0.43385951954,0.353942716976,0.635488215488
ER,65,237,1564,31.28,0.144116001779,0.314549137967,0.65797979798
WS,65,239,1600,32,0.076418870379,0.47039018818,0.661313131313
BA,66,241,1344,26.88,0.441919189618,0.357450164922,0.635555555556
ER,66,240,1588,31.76,0.155346403639,0.323825503356,0.660404040404
WS,66,242,1600,32,0.0756482402307,0.45264866815,0.661582491582
BA,67,244,1344,26.88,0.431235776081,0.348859063637,0.635622895623
ER,67,243,1580,31.6,0.140243796242,0.314838840462,0.659595959596
WS,67,245,1600,32,0.0677483855896,0.479723086184,0.661346801347
BA,68,247,1344,26.88,0.43779726498,0.357853597717,0.634814814815
ER,68,246,1629,32.58,0.137003867474,0.327803203661,0.664545454545
WS,68,248,1600,32,0.0868277749341,0.484455647581,0.661414141414
BA,69,250,1344,26.88,0.441605895254,0.355383953333,0.63569023569
ER,69,249,1661,33.22,0.157891334764,0.339824749968,0.667777777778
WS,69,251,1600,32,0.0719429027076,0.475945051639,0.661447811448
BA,70,253,1344,26.88,0.453633574748,0.359997157543,0.635420875421
ER,70,252,1638,32.76,0.138687142986,0.327396098388,0.665454545455
