topology,run,seed,edges,mean_degree,degree_cv,transitivity,global_efficiency
BA,0,43,14976,59.904,0.565162569754,0.202710715798,0.55916499666
ER,0,42,16000,64,0.113123273467,0.127987942462,0.564096192385
WS,0,44,16000,64,0.0545757787393,0.409914445379,0.559692718771
BA,1,46,14976,59.904,0.558511264803,0.202073167583,0.559099532398
ER,1,45,16024,64.096,0.115235288299,0.129062574108,0.564179024716
WS,1,47,16000,64,0.0538099229929,0.406536329151,0.560288577154
BA,2,49,14976,59.904,0.567320102172,0.203158801831,0.559221108884
ER,2,48,15749,62.996,0.11914190758,0.125172394993,0.563075484302
WS,2,50,16000,64,0.0532626892158,0.414700688987,0.55988243153
BA,3,52,14976,59.904,0.568713405099,0.203713702981,0.559209084836
ER,3,51,15943,63.772,0.119236457943,0.128876342185,0.563839679359
WS,3,53,16000,64,0.0518128392631,0.414853737179,0.559702070808
BA,4,55,14976,59.904,0.569891122432,0.204184881254,0.559210420842
ER,4,54,15908,63.632,0.116747884701,0.127938804946,0.563718102872
WS,4,56,16000,64,0.0523099237717,0.41503677278,0.559652638611
BA,5,58,14976,59.904,0.576672134816,0.204551519079,0.559210420842
ER,5,57,15915,63.66,0.113558521751,0.127019822845,0.563754175017
WS,5,59,16000,64,0.0528854895033,0.414907445512,0.559720774883
BA,6,61,14976,59.904,0.564287172751,0.202453656765,0.559198396794
ER,6,60,15957,63.828,0.115633868515,0.127700717895,0.563911823647
WS,6,62,16000,64,0.0523005885483,0.413173315024,0.559906479626
BA,7,64,14976,59.904,0.559585965511,0.202102542586,0.5591249165
ER,7,63,16044,64.176,0.116290262451,0.12823108066,0.564257849031
WS,7,65,16000,64,0.0521884356204,0.415902824427,0.559711422846
BA,8,67,14976,59.904,0.569816791706,0.203763483928,0.559211756847
ER,8,66,16049,64.196,0.108520856627,0.128275878195,0.564287241149
WS,8,68,16000,64,0.0536463389944,0.410487394492,0.560009352037
BA,9,70,14976,59.904,0.577643587641,0.205042611412,0.559246492986
ER,9,69,15984,63.936,0.116805225817,0.127896328311,0.564041416166
WS,9,71,16000,64,0.0514060125374,0.413520845825,0.559929191717
BA,10,73,14976,59.904,0.577799871693,0.206489553194,0.559151636607
ER,10,72,15992,63.968,0.117808572545,0.128833058162,0.564056112224
WS,10,74,16000,64,0.0527468156622,0.417136486261,0.55961255845
BA,11,76,14976,59.904,0.556552948209,0.200686878195,0.559186372745
ER,11,75,16081,64.324,0.120058308561,0.129576093447,0.56440748163
WS,11,77,16000,64,0.0509863645988,0.407893044361,0.559943887776
BA,12,79,14976,59.904,0.562714563287,0.201114199918,0.559253173013
ER,12,78,15726,62.904,0.118958512285,0.12608493561,0.56297261189
WS,12,80,16000,64,0.050321233714,0.414024241213,0.559838343353
BA,13,82,14976,59.904,0.562118990898,0.202316884534,0.559213092852
ER,13,81,15972,63.888,0.107753338074,0.126999542456,0.563981295925
WS,13,83,16000,64,0.0543516472841,0.414129225291,0.559881095524
BA,14,85,14976,59.904,0.563017557765,0.202316454698,0.55918503674
ER,14,84,15849,63.396,0.11873350848,0.12679759022,0.563482965932
WS,14,86,16000,64,0.0499413718774,0.408773801301,0.560200400802
BA,15,88,14976,59.904,0.569636792939,0.204168761986,0.559163660655
ER,15,87,15889,63.556,0.123861752136,0.128220953098,0.563639278557
WS,15,89,16000,64,0.0532901843682,0.404992343517,0.560082832331
BA,16,91,14976,59.904,0.561886933402,0.200761466402,0.559181028724
ER,16,90,15866,63.464,0.110609743275,0.127367389794,0.563548430194
WS,16,92,16000,64,0.0543157004235,0.406929232924,0.55992251169
BA,17,94,14976,59.904,0.565427783085,0.203960087736,0.559140948564
ER,17,93,15932,63.728,0.113330523516,0.127343017691,0.563818303273
WS,17,95,16000,64,0.0515767025894,0.412065014781,0.559919839679
BA,18,97,14976,59.904,0.573594405988,0.20415031228,0.559191716767
ER,18,96,15960,63.84,0.121699941963,0.127447773465,0.56394255177
WS,18,98,16000,64,0.0555863629859,0.403495377604,0.560142952572
BA,19,100,14976,59.904,0.569663209362,0.20316429965,0.559143620574
ER,19,99,16046,64.184,0.120222417058,0.128712322695,0.564271209085
WS,19,101,16000,64,0.0512823830618,0.411107032501,0.560161656647
BA,20,103,14976,59.904,0.573448638762,0.205068304282,0.559158316633
ER,20,102,16044,64.176,0.120715929771,0.12836185106,0.564263193053
WS,20,104,16000,64,0.0548435274212,0.409285120861,0.560260521042
BA,21,106,14976,59.904,0.564576490098,0.201396112151,0.559195724783
