topology,run,seed,edges,mean_degree,degree_cv,transitivity,global_efficiency
BA,0,43,196,3.92,0.867106809497,0.0521739130435,0.365417508418
ER,0,42,199,3.98,0.519778746394,0.0408921933086,0.322204425204
WS,0,44,200,4,0.206155281281,0.198738170347,0.295340628507
BA,1,46,196,3.92,0.993706769889,0.0563486100676,0.3757003367
ER,1,45,200,4,0.488620507142,0.0455120101138,0.330890812891
WS,1,47,200,4,0.19364916731,0.295238095238,0.27295190724
BA,2,49,196,3.92,1.13781229837,0.0689215060625,0.385993265993
ER,2,48,207,4.14,0.460865514115,0.0360576923077,0.33458970659
WS,2,50,200,4,0.206155281281,0.260252365931,0.284050745551
BA,3,52,196,3.92,0.911025071307,0.0818181818182,0.367488215488
ER,3,51,170,3.4,0.506019133355,0.0269784172662,0.29464983165
WS,3,53,200,4,0.22360679775,0.24375,0.290678210678
BA,4,55,196,3.92,1.03916435527,0.0641940085592,0.37265993266
ER,4,54,202,4.04,0.504756320655,0.0547445255474,0.329135161135
WS,4,56,200,4,0.22360679775,0.20625,0.302245550746
BA,5,58,196,3.92,1.01187760782,0.0662251655629,0.37694949495
ER,5,57,215,4.3,0.505780538859,0.0412262156448,0.337184463684
WS,5,59,200,4,0.2,0.26582278481,0.282552429052
BA,6,61,196,3.92,0.940548458923,0.0527156549521,0.372232323232
ER,6,60,213,4.26,0.459542641879,0.0304740406321,0.334593554594
WS,6,62,200,4,0.187082869339,0.234076433121,0.291761904762
BA,7,64,196,3.92,0.920971364861,0.0514705882353,0.366872053872
ER,7,63,220,4.4,0.460192198439,0.0598111227702,0.345402597403
WS,7,65,200,4,0.19364916731,0.285714285714,0.282394500561
BA,8,67,196,3.92,1.0663631475,0.0601659751037,0.381976430976
ER,8,66,198,3.96,0.513713580402,0.0416141235813,0.324286676287
WS,8,68,200,4,0.190394327647,0.238473767886,0.287364598365
BA,9,70,196,3.92,0.961081492028,0.0795631825273,0.372387205387
ER,9,69,203,4.06,0.51761656578,0.0320665083135,0.326458393458
WS,9,71,200,4,0.190394327647,0.27186009539,0.283651034151
BA,10,73,196,3.92,0.879772934622,0.0565552699229,0.363531986532
ER,10,72,198,3.96,0.422434821542,0.0371900826446,0.32853968254
WS,10,74,200,4,0.215058131676,0.291993720565,0.283964886965
BA,11,76,196,3.92,0.884200012803,0.0588235294118,0.364774410774
ER,11,75,199,3.98,0.479340093334,0.0309677419355,0.330096200096
WS,11,77,200,4,0.190394327647,0.281399046105,0.278194644861
BA,12,79,196,3.92,0.977197328542,0.0528330781011,0.374461279461
ER,12,78,204,4.08,0.491028704633,0.0579010856454,0.317107744108
WS,12,80,200,4,0.2,0.270569620253,0.285661135161
BA,13,82,196,3.92,0.799149641768,0.0451552210724,0.358356902357
ER,13,81,200,4,0.507444578255,0.0260545905707,0.323462241462
WS,13,83,200,4,0.212132034356,0.235849056604,0.289059403559
BA,14,85,196,3.92,0.798334897717,0.0677966101695,0.354915824916
ER,14,84,182,3.64,0.482954218535,0.0425196850394,0.306936026936
WS,14,86,200,4,0.183711730709,0.301435406699,0.276846320346
BA,15,88,196,3.92,0.788492305998,0.0571428571429,0.355565656566
ER,15,87,217,4.34,0.512350387921,0.0462962962963,0.333666666667
WS,15,89,200,4,0.176776695297,0.2784,0.275845999679
BA,16,91,196,3.92,0.799963556021,0.0563909774436,0.357727272727
ER,16,90,203,4.06,0.497293019267,0.0509090909091,0.333682780183
WS,16,92,200,4,0.242383992871,0.231839258114,0.294330687831
BA,17,94,196,3.92,1.02592894284,0.0629978276611,0.376276094276
ER,17,93,185,3.7,0.454664968683,0.0514820592824,0.30606974507
WS,17,95,200,4,0.231840462387,0.223950233281,0.297285473785
BA,18,97,196,3.92,1.16270573724,0.0670391061453,0.388080808081
ER,18,96,209,4.18,0.483679759027,0.04833141542,0.339819384319
WS,18,98,200,4,0.229128784748,0.275700934579,0.273720764645
BA,19,100,196,3.92,0.823217092069,0.0576395242452,0.358481481481
ER,19,99,201,4.02,0.439362920879,0.0471821756225,0.333477633478
WS,19,101,200,4,0.203100960116,0.274881516588,0.284003848004
BA,20,103,196,3.92,0.929412043815,0.0582524271845,0.368161616162
ER,20,102,195,3.9,0.503113253086,0.023746701847,0.324455026455
WS,20,104,200,4,0.206155281281,0.260252365931,0.284450056117
BA,21,106,196,3.92,0.879772934622,0.0539845758355,0.366464646465
ER,21,105,177,3.54,0.512258363505,0.0244299674267,0.290381914382
WS,21,107,200,4,0.22360679775,0.290625,0.280509379509
BA,22,109,196,3.92,0.94537938985,0.066719618745,0.371212121212
ER,22,108,181,3.62,0.503005223387,0.0421875,0.307627224627
WS,22,110,200,4,0.237170824513,0.209302325581,0.295147667148
BA,23,112,196,3.92,0.841975869764,0.0564010743062,0.361363636364
ER,23,111,200,4,0.486055552381,0.041825095057,0.330895622896
WS,23,113,200,4,0.187082869339,0.291401273885,0.275388327722
BA,24,115,196,3.92,0.811272620829,0.069573283859,0.35832996633
ER,24,114,182,3.64,0.559684904538,0.0261627906977,0.311101491101
WS,24,116,200,4,0.2,0.227848101266,0.296080567581
BA,25,118,196,3.92,1.06269521322,0.0666666666667,0.374501683502
ER,25,117,194,3.88,0.48255792736,0.0367847411444,0.321533910534
WS,25,119,200,4,0.220794021658,0.220657276995,0.295466089466
BA,26,121,196,3.92,0.799149641768,0.0451552210724,0.359023569024
ER,26,120,208,4.16,0.475597179885,0.0386869871043,0.336772967773
WS,26,122,200,4,0.217944947177,0.26802507837,0.287538961039
BA,27,124,196,3.92,1.11469959421,0.0805500982318,0.382215488216
ER,27,123,214,4.28,0.37685691876,0.0360576923077,0.33908032708
WS,27,125,200,4,0.19685019685,0.275752773376,0.281124498958
BA,28,127,196,3.92,0.88198925139,0.0589743589744,0.363915824916
ER,28,126,210,4.2,0.423247353206,0.0325301204819,0.33911976912
WS,28,128,200,4,0.22360679775,0.290625,0.276606782107
BA,29,130,196,3.92,0.848136600708,0.048,0.361653198653
ER,29,129,218,4.36,0.434595203021,0.0328947368421,0.342782587783
WS,29,131,200,4,0.220794021658,0.239436619718,0.290391774892
BA,30,133,196,3.92,0.994361446129,0.0540540540541,0.374117845118
ER,30,132,184,3.68,0.490457137943,0.0411585365854,0.307762626263
WS,30,134,200,4,0.187082869339,0.281847133758,0.272700744822
BA,31,136,196,3.92,0.995015691621,0.0630157539385,0.372464646465
ER,31,135,220,4.4,0.465770489362,0.0438413361169,0.345358826359
WS,31,137,200,4,0.229128784748,0.303738317757,0.27994973545
BA,32,139,196,3.92,0.937776753542,0.0745192307692,0.370047138047
ER,32,138,218,4.36,0.438211467746,0.0393442622951,0.34462962963
WS,32,140,200,4,0.209165006634,0.27874015748,0.279517396184
BA,33,142,196,3.92,0.993706769889,0.0653643876784,0.373552188552
ER,33,141,216,4.32,0.451097959426,0.0595369349504,0.343690716691
WS,33,143,200,4,0.212132034356,0.254716981132,0.285972823473
BA,34,145,196,3.92,0.90887956159,0.0521955260978,0.369535353535
ER,34,144,241,4.82,0.404835529901,0.0648064806481,0.368932659933
WS,34,146,200,4,0.215058131676,0.211930926217,0.293194564695
BA,35,148,196,3.92,0.980521455161,0.0526315789474,0.374138047138
ER,35,147,235,4.7,0.470496689096,0.04039497307,0.359252525253
WS,35,149,200,4,0.252487623459,0.225806451613,0.289559163059
BA,36,151,196,3.92,0.891529625355,0.0532544378698,0.366461279461
ER,36,150,216,4.32,0.45699861775,0.0361842105263,0.34634006734
WS,36,152,200,4,0.217944947177,0.235109717868,0.287337902838
BA,37,154,196,3.92,0.987136127531,0.0499621498864,0.375875420875
ER,37,153,198,3.96,0.453027769325,0.0441767068273,0.324926406926
WS,37,155,200,4,0.176776695297,0.3072,0.272664261664
BA,38,157,196,3.92,0.827946632835,0.049135577798,0.363158249158
ER,38,156,213,4.26,0.46786104607,0.053751399776,0.339036075036
WS,38,158,200,4,0.209165006634,0.245669291339,0.291483405483
BA,39,160,196,3.92,0.816868442577,0.052534562212,0.360094276094
ER,39,159,216,4.32,0.453467436592,0.029702970297,0.348257816258
WS,39,161,200,4,0.22360679775,0.2625,0.289765031265
BA,40,163,196,3.92,1.00671940729,0.0510732790526,0.378228956229
ER,40,162,165,3.3,0.562853806697,0.0489130434783,0.272474987975
WS,40,164,200,4,0.237170824513,0.246511627907,0.290495911496
BA,41,166,196,3.92,0.855775147867,0.0502202643172,0.364791245791
ER,41,165,199,3.98,0.471371784056,0.0195058517555,0.323924963925
WS,41,167,200,4,0.209165006634,0.24094488189,0.288373496873
BA,42,169,196,3.92,0.831867376416,0.0652173913043,0.360818181818
ER,42,168,190,3.8,0.482376388943,0.0557142857143,0.314752284752
WS,42,170,200,4,0.212132034356,0.198113207547,0.293980519481
BA,43,172,196,3.92,0.766733363027,0.0556640625,0.356410774411
ER,43,171,197,3.94,0.494526718184,0.0273081924577,0.323719095719
