topology,run,seed,edges,mean_degree,degree_cv,transitivity,global_efficiency
ER,34,144,3278,32.78,0.172520673278,0.165991450365,0.58175041876
WS,34,146,3200,32,0.0695268608165,0.438437233562,0.565561139028
BA,35,148,2944,29.44,0.569494896013,0.238472062019,0.570326633166
ER,35,147,3235,32.35,0.162478727381,0.163476674986,0.580628140704
WS,35,149,3200,32,0.0724164389141,0.420175060409,0.567319932998
BA,36,151,2944,29.44,0.543792792816,0.232275940269,0.570242881072
ER,36,150,3166,31.66,0.179745082217,0.161173585357,0.578592964824
WS,36,152,3200,32,0.0686789405495,0.402134767212,0.569639865997
BA,37,154,2944,29.44,0.534796485438,0.227579343138,0.570242881072
ER,37,153,3235,32.35,0.156609282673,0.161303662102,0.580737018425
WS,37,155,3200,32,0.0798558271199,0.4088109521,0.568802345059
BA,38,157,2944,29.44,0.538740816082,0.231716613245,0.569623115578
ER,38,156,3238,32.38,0.143617458968,0.160622910062,0.580829145729
WS,38,158,3200,32,0.0736864132659,0.407464212679,0.569120603015
BA,39,160,2944,29.44,0.542900933167,0.23135632773,0.570234505863
ER,39,159,3237,32.37,0.158619121083,0.160883462436,0.580485762144
WS,39,161,3200,32,0.0749348675518,0.429245803057,0.566180904523
BA,40,163,2944,29.44,0.529517095431,0.225967101426,0.5705360134
ER,40,162,3155,31.55,0.138512477,0.156630550893,0.578551088777
WS,40,164,3200,32,0.0707106781187,0.425274791399,0.566206030151
BA,41,166,2944,29.44,0.543155899641,0.231470214187,0.5702680067
ER,41,165,3145,31.45,0.152449225155,0.159722222222,0.578123953099
WS,41,167,3200,32,0.069456596159,0.413465203523,0.56742881072
BA,42,169,2944,29.44,0.536863619075,0.230682194503,0.569690117253
ER,42,168,3176,31.76,0.163128625978,0.158789774652,0.579087102178
WS,42,170,3200,32,0.0789951541235,0.391169783351,0.571072026801
BA,43,172,2944,29.44,0.533154320676,0.224354951829,0.570293132328
ER,43,171,3185,31.85,0.165863578119,0.156341540654,0.579145728643
WS,43,173,3200,32,0.0841432001115,0.405604203152,0.568450586265
BA,44,175,2944,29.44,0.539521944867,0.231286023716,0.569313232831
ER,44,174,3195,31.95,0.143932428909,0.157811881188,0.579664991625
WS,44,176,3200,32,0.069807212199,0.409472512262,0.568819095477
BA,45,178,2944,29.44,0.542475722742,0.232731866744,0.57013400335
ER,45,177,3146,31.46,0.154347090491,0.155369964862,0.578190954774
WS,45,179,3200,32,0.074214638044,0.391975061144,0.569715242881
BA,46,181,2944,29.44,0.53792638095,0.228735283576,0.570443886097
ER,46,180,3143,31.43,0.163307279736,0.16084293215,0.578207705193
WS,46,182,3200,32,0.0754543529228,0.410901656595,0.566993299832
BA,47,184,2944,29.44,0.563169104249,0.234732412603,0.570762144054
ER,47,183,3262,32.62,0.147453955385,0.158992205428,0.581432160804
WS,47,185,3200,32,0.0773082304803,0.420761030738,0.566474036851
BA,48,187,2944,29.44,0.538258733566,0.231812418457,0.570209380234
ER,48,186,3150,31.5,0.151152455328,0.156799739684,0.578182579564
WS,48,188,3200,32,0.0715345196391,0.409460109903,0.568450586265
BA,49,190,2944,29.44,0.565163089861,0.234267711447,0.570820770519
ER,49,189,3174,31.74,0.160718826132,0.161963043196,0.578726968174
WS,49,191,3200,32,0.0695970545354,0.424350024073,0.566532663317
BA,50,193,2944,29.44,0.547682869397,0.23015721121,0.569941373534
ER,50,192,3174,31.74,0.14892170129,0.160486157731,0.579028475712
WS,50,194,3200,32,0.0732877462472,0.420421052632,0.566641541039
BA,51,196,2944,29.44,0.537615284434,0.224466344298,0.570226130653
ER,51,195,3219,32.19,0.157682982462,0.163055828,0.580150753769
WS,51,197,3200,32,0.070295136745,0.413866768299,0.567989949749
BA,52,199,2944,29.44,0.538537322769,0.228918650794,0.569916247906
ER,52,198,3283,32.83,0.149070548444,0.162190227611,0.581917922948
WS,52,200,3200,32,0.0766740259149,0.398919861325,0.569204355109
BA,53,202,2944,29.44,0.566834652578,0.232336993054,0.570050251256
ER,53,201,3189,31.89,0.173031093764,0.161649581992,0.579170854271
WS,53,203,3200,32,0.0683225347159,0.396978270029,0.569195979899
BA,54,205,2944,29.44,0.517639417326,0.226056792363,0.56959798995
ER,54,204,3321,33.21,0.160513598915,0.166458733642,0.582914572864
WS,54,206,3200,32,0.074214638044,0.415701054489,0.567772194305
BA,55,208,2944,29.44,0.568288161072,0.235208292307,0.57081239531
ER,55,207,3212,32.12,0.153173060352,0.161284650999,0.580201005025
WS,55,209,3200,32,0.0741488157357,0.416727644518,0.566842546064
BA,56,211,2944,29.44,0.561476354731,0.235378339682,0.570376884422
ER,56,210,3143,31.43,0.165584942149,0.159867819014,0.577939698492
WS,56,212,3200,32,0.0783746012749,0.409029440343,0.568576214405
BA,57,214,2944,29.44,0.537014036316,0.231480289178,0.570251256281
ER,57,213,3265,32.65,0.161973377309,0.165215670756,0.581390284757
WS,57,215,3200,32,0.0749348675518,0.42061638687,0.566691792295
BA,58,217,2944,29.44,0.548840311448,0.232166431465,0.570117252931
ER,58,216,3233,32.33,0.162707475691,0.161882429822,0.580577889447
WS,58,218,3200,32,0.0689627390335,0.416804598393,0.567219430486
BA,59,220,2944,29.44,0.541901159421,0.227351413733,0.570301507538
ER,59,219,3210,32.1,0.155576211703,0.160987051063,0.579924623116
WS,59,221,3200,32,0.0878897569402,0.397385764719,0.569346733668
BA,60,223,2944,29.44,0.545550989747,0.230280397725,0.569966499162
ER,60,222,3308,33.08,0.156389202266,0.165611184132,0.582579564489
WS,60,224,3200,32,0.0705724361915,0.416467756494,0.567906197655
BA,61,226,2944,29.44,0.553800164388,0.231794323219,0.570150753769
ER,61,225,3135,31.35,0.166687650824,0.158493226261,0.57769681742
WS,61,227,3200,32,0.0693158531651,0.414195722826,0.568174204355
BA,62,229,2944,29.44,0.546565197153,0.235114350614,0.570041876047
ER,62,228,3176,31.76,0.160401442422,0.15806319736,0.578927973199
WS,62,230,3200,32,0.0762269432353,0.413587855103,0.568023450586
BA,63,232,2944,29.44,0.524030436289,0.22749423406,0.570175879397
ER,63,231,3198,31.98,0.159749116999,0.164981708037,0.579606365159
WS,63,233,3200,32,0.0744117556237,0.413042388766,0.567797319933
BA,64,235,2944,29.44,0.537293270901,0.228500754037,0.569832495812
ER,64,234,3245,32.45,0.147171643791,0.16245591167,0.580912897822
WS,64,236,3200,32,0.080525617042,0.413061763999,0.567998324958
BA,65,238,2944,29.44,0.541784044042,0.229435365675,0.570519262982
ER,65,237,3147,31.47,0.158656020529,0.157467829481,0.578190954774
WS,65,239,3200,32,0.0727527920426,0.411190872451,0.568073701843
BA,66,241,2944,29.44,0.576031676747,0.235896022616,0.571164154104
ER,66,240,3149,31.49,0.165467024203,0.157219836318,0.578132328308
WS,66,242,3200,32,0.0683939644632,0.403113995927,0.569648241206
BA,67,244,2944,29.44,0.558292490882,0.230725470011,0.570427135678
ER,67,243,3204,32.04,0.158557954013,0.161300755638,0.579690117253
WS,67,245,3200,32,0.0679642599092,0.409248241751,0.568316582915
BA,68,247,2944,29.44,0.543633639474,0.235874595306,0.569162479062
ER,68,246,3165,31.65,0.151321043133,0.156524103483,0.578710217755
WS,68,248,3200,32,0.0699469665175,0.413556534037,0.567847571189
BA,69,250,2944,29.44,0.537507968025,0.232154677846,0.569932998325
ER,69,249,3248,32.48,0.155776007625,0.163500529545,0.581013400335
WS,69,251,3200,32,0.0785612818124,0.421608301947,0.566867671692
BA,70,253,2944,29.44,0.561917986811,0.236394404738,0.570376884422
ER,70,252,3234,32.34,0.159431237055,0.165269391993,0.580477386935
WS,70,254,3200,32,0.0770551750371,0.400669285027,0.568986599665
BA,71,256,2944,29.44,0.543007183747,0.230813575762,0.570427135678
ER,71,255,3206,32.06,0.158698313251,0.160678105455,0.579832495812
WS,71,257,3200,32,0.0830333140974,0.400996937121,0.568743718593
BA,72,259,2944,29.44,0.5588811699,0.236969647741,0.56959798995
ER,72,258,3113,31.13,0.15904499169,0.156910417056,0.577077051926
WS,72,260,3200,32,0.0768648367266,0.427493612544,0.566984924623
BA,73,262,2944,29.44,0.531734965039,0.226040117155,0.570025125628
ER,73,261,3219,32.19,0.16062390607,0.160341114151,0.580259631491
WS,73,263,3200,32,0.074214638044,0.413596086765,0.566951423786
BA,74,265,2944,29.44,0.528612063716,0.227669390251,0.570050251256
ER,74,264,3132,31.32,0.15546120948,0.158301911993,0.577713567839
WS,74,266,3200,32,0.0754543529228,0.412825832056,0.568542713568
BA,75,268,2944,29.44,0.533067750817,0.23037948983,0.569606365159
ER,75,267,3174,31.74,0.147851386274,0.160778182037,0.57891959799
WS,75,269,3200,32,0.0740829349446,0.40822156733,0.568743718593
BA,76,271,2944,29.44,0.542294907353,0.229993773806,0.570025125628
ER,76,270,3250,32.5,0.1504863909,0.16253209503,0.581130653266
WS,76,272,3200,32,0.0745428777617,0.405516743678,0.569296482412
BA,77,274,2944,29.44,0.540814207687,0.22550125141,0.570041876047
ER,77,273,3168,31.68,0.159672308247,0.15641634838,0.578710217755
WS,77,275,3200,32,0.0763549482679,0.406665531028,0.568291457286
BA,78,277,2944,29.44,0.531257384164,0.229681390899,0.570050251256
ER,78,276,3272,32.72,0.158781909213,0.165963920479,0.581582914573
WS,78,278,3200,32,0.0767376822363,0.414486538481,0.56783919598
BA,79,280,2944,29.44,0.535831049083,0.232211910286,0.569648241206
ER,79,279,3173,31.73,0.165442347592,0.15876403822,0.578877721943
WS,79,281,3200,32,0.0653267030011,0.433634091753,0.564028475712
BA,80,283,2944,29.44,0.548514370397,0.235155367746,0.569673366834
ER,80,282,3181,31.81,0.157948154706,0.158816683411,0.579170854271
WS,80,284,3200,32,0.0726184377414,0.412191698416,0.568417085427
BA,81,286,2944,29.44,0.533035283495,0.230468930256,0.570142378559
ER,81,285,3142,31.42,0.157160257593,0.156736517782,0.577989949749
WS,81,287,3200,32,0.0737526482575,0.416903074471,0.566289782245
BA,82,289,2944,29.44,0.553591785833,0.23632456546,0.57013400335
ER,82,288,3200,32,0.16958704439,0.164325223946,0.579572864322
WS,82,290,3200,32,0.0778745987149,0.415824325543,0.567051926298
BA,83,292,2944,29.44,0.542294907353,0.232191254029,0.56986599665
ER,83,291,3171,31.71,0.153251949753,0.157183962784,0.578978224456
WS,83,293,3200,32,0.0810092587301,0.40560917975,0.568417085427
BA,84,295,2944,29.44,0.546111149639,0.229703584727,0.570385259631
ER,84,294,3276,32.76,0.160285188416,0.164293137833,0.581800670017
WS,84,296,3200,32,0.08125,0.424876847291,0.566030150754
BA,85,298,2944,29.44,0.541123465118,0.227173574322,0.569288107203
ER,85,297,3207,32.07,0.155393910756,0.161507955936,0.57986599665
WS,85,299,3200,32,0.072551167289,0.424467861118,0.566532663317
BA,86,301,2944,29.44,0.53068154564,0.228795220833,0.570159128978
ER,86,300,3185,31.85,0.159840605822,0.156471556485,0.579380234506
WS,86,302,3200,32,0.0724838344046,0.412560909583,0.566951423786
BA,87,304,2944,29.44,0.56283096163,0.231645125604,0.570159128978
ER,87,303,3204,32.04,0.155862553082,0.159584485904,0.579790619765
WS,87,305,3200,32,0.0711924109368,0.424041556775,0.567001675042
BA,88,307,2944,29.44,0.560900684672,0.236091715843,0.570619765494
ER,88,306,3182,31.82,0.159373108448,0.157808447849,0.57918760469
WS,88,308,3200,32,0.0760345316287,0.409571909572,0.568224455611
BA,89,310,2944,29.44,0.547956667252,0.231059398092,0.570075376884
ER,89,309,3173,31.73,0.171977300497,0.159906054695,0.578710217755
WS,89,311,3200,32,0.0768012857965,0.397138391247,0.569698492462
BA,90,313,2944,29.44,0.528917548711,0.226165558375,0.569916247906
ER,90,312,3132,31.32,0.172613526048,0.15903355979,0.577663316583
WS,90,314,3200,32,0.0748044325224,0.417978811903,0.567118927973
BA,91,316,2944,29.44,0.50948414785,0.221896916922,0.569664991625
ER,91,315,3235,32.35,0.162331634532,0.164492440605,0.580611390285
WS,91,317,3200,32,0.0741488157357,0.42244118561,0.565762144054
BA,92,319,2944,29.44,0.545053762567,0.231502795133,0.570510887772
ER,92,318,3179,31.79,0.165635071054,0.162229022195,0.578911222781
WS,92,320,3200,32,0.0771185167453,0.423208327906,0.56554438861
BA,93,322,2944,29.44,0.553153935355,0.23791123568,0.569639865997
ER,93,321,3217,32.17,0.171139314376,0.161231305358,0.580092127303
WS,93,323,3200,32,0.0726856459351,0.404277077631,0.569514237856
BA,94,325,2944,29.44,0.555661673007,0.235002896242,0.570452261307
ER,94,324,3151,31.51,0.15090405763,0.15399703246,0.578299832496
WS,94,326,3200,32,0.0734873501019,0.420979820156,0.566298157454
BA,95,328,2944,29.44,0.552036889773,0.234165607409,0.570125628141
ER,95,327,3233,32.33,0.166629246419,0.160204238329,0.580494137353
WS,95,329,3200,32,0.0707796978307,0.411821928936,0.568852596315
BA,96,331,2944,29.44,0.537325480938,0.230728912838,0.569505862647
ER,96,330,3189,31.89,0.166544716052,0.162184567103,0.579380234506
WS,96,332,3200,32,0.0777490956539,0.421783428005,0.566591289782
BA,97,334,2944,29.44,0.52405245332,0.233683623175,0.569581239531
ER,97,333,3165,31.65,0.179810479283,0.161452826048,0.578467336683
WS,97,335,3200,32,0.0683225347159,0.433184855234,0.566465661642
BA,98,337,2944,29.44,0.551252564544,0.232717030845,0.570150753769
ER,98,336,3123,31.23,0.164421724511,0.157937039518,0.577554438861
WS,98,338,3200,32,0.0705032135792,0.417434735079,0.567487437186
BA,99,340,2944,29.44,0.522807037329,0.226081532718,0.569966499162
ER,99,339,3167,31.67,0.163801419737,0.158921290685,0.57850921273
WS,99,341,3200,32,0.0754543529228,0.425062385376,0.567906197655
